Atenció al ciutadà,9250,22201,,2015-01-09,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS SA,,PELS SERVEIS POSTALS DE LAJUNTAMENT DE RUBÍ PERÍODE NOVEMBRE 2014,574,
Seguretat i ordre públic,1320,20400,,2015-01-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT SA,,ARRENDAMENT AMB OPCIÓ A COMPRA DUN VEHICLE PER A LA POLICIA LOCAL MATRICULA 2913HFX GENER 2015,1226.47,
Seguretat i ordre públic,1320,20400,,2015-01-01,A60028776,BBVA AUTORENTING SA,,ARRENDAMENT AMB OPCIÓ A COMPRA DE TRES VEHICLES PER A LA POLICIA LOCAL GENER 2015,4061.58,
Informàtica,9205,20400,,2015-01-01,A60028776,BBVA AUTORENTING SA,,SUBMINISTRAMENT DEL VEHICLE ADSCRIT A INFORMTICA MATRICULA 9969HBP del 01012015 al 06022015,525.52,
Seguretat i ordre públic,1320,20400,,2015-01-01,A60028776,BBVA AUTORENTING SA,,RNTING VEHICLE 6073HFF període gener 2015,1250.12,
Seguretat i ordre públic,1320,20400,,2015-01-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT SA,,ARRENDAMENT AMB OPCIÓ A COMPRA DUN VEHICLE PER A LA POLICIA LOCAL 6561HMP PERÍODE GENER 2015,676.56,
Informàtica,9205,21600,,2015-01-02,A58137423,ABAST SOLUTIONS SA,,Pel mant i suport de les Bases de Dades dOracle per als Plans de Contingncia prventius semestrals Gener 2015,569.6,
Manteniment dependències municipals,9208,22700,,2015-01-19,A80364243,CLECE SA,,SERVEI DE NETEJA DEPENDNCIES MUNICIPALS I ESCOLES PÚBLIQUES DESEMBRE 2014,34915.61,
Recursos humans i organització,9204,2279901,,2015-01-13,G61932612,ASSOCIACIO CATALANA D'AMICS DE L'AIGUA,,Drets dinscripció I Congrés de laigua a Catalunya M Carmen Mendez Arrebola 18 i 19 de mar15,90,
Recursos humans i organització,9204,2279901,,2015-01-13,G61932612,ASSOCIACIO CATALANA D'AMICS DE L'AIGUA,,Drets dinscripció I Congrés de laigua a Catalunya M Carmen Mendez Arrebola 18 i 19 de mar15,150,
Instal·lacions esportives,3420,20300,,2015-01-08,A81440786,SIEMENS RENTING SA,,ARRENDAMENT MQUINA FREGADORA SERVEI DESPORTS PERÍODE DEL 2601201525022015,202.06,
Informàtica,9205,20600,,2015-01-02,B25641002,SVT PROVEEDOR DE SERVICIOS INTERNET SL,,PEL LLOGUER DESPAI VDC CENTRE DE DADES VIRTUAL A MIDA DEL NÚVOL del 020115 al 010215,473.9,
Acció institucional i comunicació,9121,22601,,2015-01-14,G61289658,ASSOCIACIO SANT GALDERIC,,72 ampolles de cava per a actes relacionats amb Alcaldia,460.8,
Informàtica,9205,21600,,2015-01-05,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,PEL MANTENIMENT DE LES LLICNCIES DEL PROGRAMARI MICROSTATION I POWERDRAF 71 ANY 2015,5274.39,
Informàtica,9205,22706,,2015-01-19,Q0801175A,CONSORCI ADMINISTRACIO OBERTA DE CATALUNYA,,LLT Llicncies certificats en targeta CPISR1 María Gabriella Orefice LLT Llicncies ce,3.61,
Hisenda i serveis econòmics,9320,22001,,2015-01-14,A08902173,ATELIER LIBROS SA,,Compra manual de pressupostos i comptabilitat de les corporacions locals,104,
Promoció de l'ocupació,2410,2219902,,2015-01-15,B66007436,AKTIVA STYLE WORK SLU,,Material per als cursos de formació uniforme i roba per als alumnes del curs de bar i cafeteria,842.16,
Contratació i compres,9207,21300,,2015-01-22,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,MANTENIMENT ANY 2015 RELLOTGES TITULARITAT MPAL ESGLÉSIA ST PERE FAANA AJUNTAMENT DESPATX SECRETRIA ALCALDESSA,1298.5,
Promoció de l'ocupació,2410,22799,,2015-01-30,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,Mdul formatiu acció Servei Bar i Cafeteria curs ajuntament del 120115 al 290115 prctiques profno laborals,2000,
Comerç,4310,22700,,2015-01-12,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,,SERVEIS NETEJA I CONTENIDORS FIRES NADAL ALIMENTARIA I MERCAT DART,679.38,
Projectes estratègics i supramunicipals,4321,2269905,,2015-01-15,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,Treballs certificació deficincia energtica als edificis municipals incloses les taxes que shan de pagar a lICAEN,2955.89,
Accés als nuclis de població,1531,22199,,2015-01-15,A58077629,FORMIGONS MONTCAU SA,,COMPRA DE FORMIGO,867.57,
Recollida i eliminació de residus,1621,22799,,2015-01-12,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,,TREBALLS DE NETEJA A LENTORN DE LA ANTIGA PETANCA DEL BARRI DE LES TORRES DE RUBÍ EL 17122014,258.34,
Manteniment dependències municipals,9208,22199,,2015-01-10,B60607348,CERAMICAS DOMINGUEZ SL,,MATERIAL BRIGADA ARENA NORMAL 25KG PALET SEFEL,62.92,
Manteniment dependències municipals,9208,22199,,2015-01-10,B60607348,CERAMICAS DOMINGUEZ SL,,MATERIAL BRIGADA PORTLAND 25 KG 325 ELITE 64UD POR PALET,26.38,
Manteniment dependències municipals,9208,22001,,2015-01-02,J58899618,BOLETIN ECONOMICO DE LA CONSTRUCCION SCP,,BOLETIN ECONOMICO DE LA CONSTRUCCION 2015,107,
Festes populars,3380,22699,,2015-01-05,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,PER SERVEI DE TRACTOR EN CAVALCADA DE REIS2015 SERVEI DE CULTURA,484,
Festes populars,3380,22609,,2015-01-08,A59935791,ILUMINACION Y SONIDO TECNORADIO SA,,ESPECTACLE LSER DIA 05GENER PER REIS SERVEI DE CULTURA,6050,
Festes populars,3380,22699,,2015-01-14,F60149267,CISEC SCCL,,SUPORT PREPARACIÓ CAVALCADA REIS2015 SERVEI DE CULTURA,276.13,
Festes populars,3380,22609,,2015-01-08,B62477831,ARTISTIC EVENTS SL,,ACTUACIÓ CAVALCADA REIS2015 PLANETES INFLABLES GOSSOS GEGANTS ELEFANT etc SERVEI DE CULTURA,13878.7,
Festes populars,3380,22699,,2015-01-09,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,CTERING NIT DE REIS PELS PATGES i PARTICIPANTS CAVALCADA REIS2015 SERVEI DE CULTURA,989.98,
Promoció de l'ocupació,2410,2269902,,2015-01-31,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,Formació curs Soldadura amb arc baix gas protectorpart cus any 2015 010115 al 220115 mesures excepcionals 2014,3192,
Promoció de l'ocupació,2410,22799,,2015-01-31,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,Mdul formatiu acció Soldadura per oxigs i MigMag curs ajuntament del 230115 al 290115 prctiques proflaborals,1000,
Comerç,4310,22602,,2015-02-06,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,RETOC I ADAPTACIÓ A NOVA MIDA CATLEG SERVEIS 2015 COMER IMPRESSIÓ 2000 UNITATS,1089,
Informàtica,9205,21600,,2015-02-09,A78648698,VECTOR SOFT SA,,AutoCAD Map 3D Com Subscription 1 year Renew AutoCAD Com Maintenance Subscription 1 year Renew AutoCAD LT Co,3897.53,
Serveis jurídics,9203,22799,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,PROVISIO DE FONS PER ADVOCAT EXP 090095 JI4RUBI DP 96509 PA 6209 AGENTS 1018 I 1121,3000,
Serveis jurídics,9203,20200,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,LLOGUER LOCAL JUAN RAMON JIMENEZ NUM18 PAGAMENT COMUNITAT ANY 2015,100.2,
Serveis jurídics,9203,20200,,,H61416558,COMUNITAT PROPIETARIS URBANITZ EL PINAR ESCALA 6,,CTAT PROPIETARIS URBEL PINAR Num6 BLOQUE 2 ESCC,240,
Serveis jurídics,9203,20200,,,H58635079,COMUNITAT PROPIETARIS EDIFICI JAMAICA,,PAGAMENT COMUNITAT ANY 2015 LOCAL 04 Edifici Jamaica AAVV Les Torres Pc Nova 8,220,
Serveis jurídics,9203,20200,,,Q0801820B,AGENCIA DE L'HABITATGE DE CATALUNYA,,LLOGUER MES DE GENER LOCAL 25 DE SETEMBRE BI 47 ASSOCIACIO MALALTS MENTALS,240.22,
Serveis jurídics,9203,20200,,,E08959637,COMUNITAT PROP C UNIO 20,,Ctat Propietaris baixos i sotan edifici cUnio 20Comissaria de Policia Pagament Quota trimestral extra baja tension,1019.55,
Serveis jurídics,9203,20200,,,H61097697,CDAD PROP C/ DR GIMBERNAT 7 ESQ MARGARIDA XIRGU 6 PS RIERA,,COMUNITAT PROPPLAA JAUME PLA I PALLEJA 18 CDRGIMBERNAT 7 AMB MARGARIDA XIRGU 6 PAGAMENT COMUNITAT ANY 2015,27.2,
Festes populars,3380,48000,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,GUANYADOR PREMI DEL CONCURS DE CARTELLS DE CARNAVAL2015 SERVEI DE CULTURA,750,
Òrgans de govern,9120,23000,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA ORDINARIA TANDA 1 FEBRER 2015,17750,
Recursos humans i organització,9204,23020,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA ORDINARIA TANDA 1 FEBRER 2015,30.8,
Recursos humans i organització,9204,2302001,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA ORDINARIA TANDA 1 FEBRER 2015,1191.6,
Recursos humans i organització,9204,23020,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA FEBRER 2015 PLANS OCUPACIO I PROGRAMES SUBVENCIONATS,4.3,
Projectes estratègics i supramunicipals,4321,2312001,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,ADOPJ DESPESES MANUTENCIÓ DESPLAAMENTS VIATGE A POTENZA ITALIA PER ASSISTNCIA REUNIÓ COORDINACIÓ REMIDA,500,
Serveis jurídics,9203,22699,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,PGAMENT INDEMNITZACIO RRP 1400009 PAGAMENT FRANQUICIA,360,
Òrgans de govern,9120,48000,,,V66207119,GRUP POLITICA MUNICIPAL PSC PM DE RUBI,,Aportació al grup municipal PSCPM Febrer 2015 Segons acord Junta de Govern 27012015,4963.75,
Òrgans de govern,9120,48000,,,V66207119,GRUP POLITICA MUNICIPAL PSC PM DE RUBI,,Aportació al grup municipal PSCPM Gener 2015 Segons acord Junta de Govern 27012015,4963.75,
Òrgans de govern,9120,48000,,,V65726515,GRUP MUNICIPAL PARTIT POPULAR DE RUBI,,Aportació municipal al Grup municipal Partit Popular de Rubí Gener 2015 Segons acord Junta de Govern 27012015,4061.25,
Òrgans de govern,9120,48000,,,V65726515,GRUP MUNICIPAL PARTIT POPULAR DE RUBI,,Aportació municipal al Grup municipal Partit Popular de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,4061.25,
Òrgans de govern,9120,48000,,,V66191453,GRUP POLITIC MUNICIPAL DE CDC (CONVERGENCIA DEMOCRATICA DE CATALUNYA) DE RUBI,,Aportació al Grup Polític Municipal de Ciu de Rubí Febrer 2015 Segons acord de Junta de Govern de 27012015,3158.75,
Òrgans de govern,9120,48000,,,V66191453,GRUP POLITIC MUNICIPAL DE CDC (CONVERGENCIA DEMOCRATICA DE CATALUNYA) DE RUBI,,Aportació al Grup Polític Municipal de Ciu de Rubí Gener 2015 Segons acord de Junta de Govern de data 27012015,3158.75,
Òrgans de govern,9120,48000,,,V66178294,GRUP MUNICIPAL EM RUBI D'INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,,Aportació al Grup Municipal en Rubí dIniciativa per Catalunya ICVEUiAE Gener 2015 Acord Junta Govern 270115,2707.5,
Òrgans de govern,9120,48000,,,V66178294,GRUP MUNICIPAL EM RUBI D'INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,,Aportació al Grup Municipal en Rubí dIniciativa per Catalunya ICVEUiAE Febrer 2015 Acord Junta Govern 270115,2707.5,
Òrgans de govern,9120,48000,,,V66203159,GRUP POLITIC MUNICIPAL DE ERC A RUBI,,Aportació a Grup Municipal dERC de Rubí Gener 2015 Segons acord Junta de Govern 27012015,2256.25,
Òrgans de govern,9120,48000,,,V66203159,GRUP POLITIC MUNICIPAL DE ERC A RUBI,,Aportació a Grup Municipal dERC de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,2256.25,
Òrgans de govern,9120,48000,,,V66234758,GRUPO POLIT MUNIC ALTERNATIVA CIUTADANA DE RUBI,,Aportació al grup municipal Alternativa Ciutadana de Rubí Gener 2015 Segons acord Junta Govern 27012015,1781.25,
Òrgans de govern,9120,48000,,,V66234758,GRUPO POLIT MUNIC ALTERNATIVA CIUTADANA DE RUBI,,Aportació al grup municipal Alternativa Ciutadana de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,1781.25,
Instal·lacions esportives,3420,48006,,,G60571668,UNIO ATLETICA RUBI,,Subvenciones 201520153739807000 G60571668 Subvenció 2015 per al 50 de les quotes del préstec Unió Atlética R,1985.22,
Promoció i foment de l'esport,3410,48008,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739816000 G60208972 Subvenció 2015 CE Rubi Futbol Sala Temporada Esportiva,6500,
Promoció i foment de l'esport,3410,48015,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739819000 G60208972 Subvencio 2015 CE Rubi Futbol Sala Escola esportiva,1550,
Instal·lacions esportives,3420,48000,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739820000 G60208972 Subvenció 2015 CE Rubi Futbol Sala Dinamització Pavelló Can Rosés,16167.25,
Òrgans de govern,9120,23000,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA GENER 2015,17750,
Recursos humans i organització,9204,23010,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA GENER 2015,97.7,
Recursos humans i organització,9204,23020,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA GENER 2015,197.66,
Recursos humans i organització,9204,2302001,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA GENER 2015,1240.8,
Recursos humans i organització,9204,23020,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA GENER TANDA 2I COMPLEMENTARIES,18,
Recursos humans i organització,9204,23020,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,NOMINA FEBRER 2015 TANDA 2 I COMPLEMENTARIES,16.3,
Acció social,2310,2279914,,2014-08-31,Q5856145G,CONSORCI SANITARI DE TERRASSA CCT,,PRESTACIÓ SERVEIS LLAR TUTELADA RUBI MES AGOST2014 SERVEIS SOCIALS,17796.21,
Acció social,2310,2279914,,2014-12-31,Q5856145G,CONSORCI SANITARI DE TERRASSA CCT,,GESTIO RESIDENCIA CA NALZAMORA DESEMBRE 2014 SERVEIS SOCIALS,18572.1,
OAD Ràdio Rubí,9261,2250114,,,S0800038B,CONSELL AUDIOVISUAL DE CATALUNYA,,TAXES EXP 2O2014Taxa per actuacions de control i dinspecció dactivitats de prestació corresponen a lexercici 2014,162.28,
Serveis jurídics,9203,20200,,,Q0801820B,AGENCIA DE L'HABITATGE DE CATALUNYA,,PAGAMENT MES DE FEBRER LOCAL 25 DE SETEMBRE BI 47 ASSOCIACIO MALALTS MENTALS,240.22,
Serveis jurídics,9203,20200,,,H61612883,COMUNITAT PROPIETARIS URBANITZ. EL PINAR ESCALA 4,,Pagament Comunitat any 2015 Ctat Propietaris UrbEl Pinar 2 num 4 Bxos 3,240,
Serveis jurídics,9203,20200,,,E08959637,COMUNITAT PROP C UNIO 20,,Pagament Extra baja tension mes de febrer Ctat Propietaris baixos i sotan edifici cUnio 20Comissaria de Policia,565.84,
Cementiri,1640,22699,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,RESCAT DRETS FUNERARIS NINXOL 5828,1012.5,
Cementiri,1640,22699,,,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,RESCAT DRETS FUNERARIS DE LA SEPULTURA NÚM 6068,727,
Transport públic,4411,47900,,,A79072823,CORPORACION ESPAÑOLA DE TRANSPORTE S A,,SERVEI DE TRANSPORT URBA GENER 2015,172388,
Recollida i eliminació de residus,1621,2279901,,,P0800121F,CONSORCI PER A LA GESTIO DE RESIDUS DEL VALLES OCCIDENTAL,,APORTACIÓ 2015 AL CONSORCI PER A LA GESTIÓ DE RESIDUS DEL VALLES OCCIDENTAL,11412.57,
Instal·lacions esportives,3420,21200,,2015-01-19,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,TREBALLS DADEQUACIÓ DE PAVIMENT PER INSTALLACIÓ DE MDULS A LESTADI DE PETANCA DE CA NORIOL SERVEI DESPORTS,2686.2,
Seguretat i ordre públic,1320,21600,,2015-01-23,A08685273,DEXTRON INGENIERIA DE TELECOMUNICACION SA,,Reparació de emissores,447.46,
Medi ambiente,1721,21000,,2015-02-04,B61014312,NATURALEA CONSERVACIO SL,,Tanca a la zona dels quadrats de repoblació Tanca a lentrada del carrer del Diamant plantació darbustives,2802.75,
Manteniment dependències municipals,9208,21300,,2015-01-01,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,MANTENIMIENTO PREVENTIVO ANUAL 2015 PUERTAS AUTOMATICA CENTRE CIVIC CAN FATJO,350.9,
Manteniment dependències municipals,9208,21300,,2015-01-01,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,MANTENIMENT PREVENTIU ANUAL 2015 PORTES AUTOMATIQUES C NARCIS MENARD 1317 OAC CENTRO,350.9,
Manteniment dependències municipals,9208,21300,,2015-01-01,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,REPARACIÓ PORTA AUTOMATICA C NARCIS MENARD 1317,217.8,
Manteniment dependències municipals,9208,22199,,2015-01-10,B60607348,CERAMICAS DOMINGUEZ SL,,MATERIAL BRIGADA ARENA NORMAL 25 KG,22.51,
Festes populars,3380,22699,,2015-01-15,B61116026,TILSUN RUBI SL,,CTERING COMISSIÓ DE REIS2015 SERVEI DE CULTURA,606.67,
Festes populars,3380,22602,,2015-01-23,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,DISSENY PROGRAMA CARNAVAL2015 SERVEI DE CULTURA,314.6,
Festes populars,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ CiA ALEA TEATRE A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2178,
Festes populars,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ FESTUC TEATRE AMB LESPECTACLE MOON SPACE A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2541,
Festes populars,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ GRUP LA BANDSAMBANT A LA CAVALCADA REIS2015 SERVEI DE CULTURA,1331,
Festes populars,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ GRUP BANDARRA STREET ORKESTRA A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2178,
Participació ciutadana i suport a les entitats,9240,21600,,2015-01-05,B60233657,INTERNATIONAL PRODUCT DESING SL,,MANTENIMENT SERVIDOR RUBIDIGITALCAT GENER 2105,387.2,
Participació ciutadana i suport a les entitats,9240,21600,,2015-01-05,B60233657,INTERNATIONAL PRODUCT DESING SL,,MANTENIMENT SERVIDOR RUBIDIGITANET GENER 2015,248.05,
Gent gran i amb dependència,2314,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SP95 GASA VEHICLES SERVEIS SOCIALS,92.32,
Atenció al ciutadà,9250,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SUBMINISTRAMENT BENZINA VEHICLES OAC,120.19,
Informàtica,9205,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SUBMINISTRAMENT DE BENZINA VEHICLES INFORMTICA,52.49,
Seguretat i ordre públic,1320,21600,,2015-02-11,A08685273,DEXTRON INGENIERIA DE TELECOMUNICACION SA,,MO reparació emisora CP040 018TEEX880 MO reparació emisora GP340 672TZY1833,84.7,
OAD Ràdio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Bateria Canon,174.24,
OAD Ràdio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Cable categoria 6 de 15 mts Cable monitor de 3 mts,81.07,
OAD Ràdio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Cargador de bateria,152.46,
Festes populars,3380,22699,,2015-01-12,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,CONDICIONAMENT CARROSSES REIS2015 SERVEI DE CULTURA,4204.75,
Arts escèniques,3342,22609,,2015-01-12,B64799893,PERE VILA AUDIOVISUALSSL,,PROJECCIONS BLUE RAY 7500 AL CELLER SERVEI DE CULTURA,302.5,
Promoció i foment de l'esport,3410,22609,,2015-02-12,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,REALITZACIÓ DE TASQUES DARBITRATGES DE FUTBOL SALA ALS JOCS ESPORTIUS ESCOLARSGENER A MAIG 2015,1276,
Informàtica,9205,22799,,2015-02-03,B60421401,INFORMATICA CORPORATIVA CATALANA SL,,CONTRACTO SOPORTE EXCHANGE WINDOWS JORNADAS DE SERVICIOS DE TÉCNICOS DE SISTEMAS 33 JORNADAS,21773.83,
Informàtica,9205,21600,,2015-01-30,B58580598,CADINOR SL,,RENOVACIÓ MANTENIMENT DE LLICNCIES CITRIX,10747.68,
Promoció i foment de l'esport,3410,22609,,2015-02-16,G64370851,ASSOCIACIO ESPORTIVA ESCOLAR IES L'ESTATUT DE RUBI,,REALITZACIÓ DE LES TASQUES DARBITRATGE DE FUTBOL SALA EN ELS JOCS ESPORTIUS ESCOLARS GENER MAIG 2015,132,
Promoció de l'ocupació,2410,2279904,,2015-02-17,,"<abbr title='Aquest concepte recull les persones físiques, la identitat de les quals queda protegida en compliment de la Llei Orgànica de Protecció de Dades.'>[Anonimitzat]*</abbr>",,Contracte acció formativa ADGX015 AnglsGestió Comercial Gener 2015 FOAP Cofinanat pel FSE,1680,
