Fiestas populares,3380,22699,,2015-01-09,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,CTERING NIT DE REIS PELS PATGES i PARTICIPANTS CAVALCADA REIS2015 SERVEI DE CULTURA,989.98,
Fomento del empleo,2410,2269902,,2015-01-31,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,Formació curs Soldadura amb arc baix gas protectorpart cus any 2015 010115 al 220115 mesures excepcionals 2014,3192,
Fomento del empleo,2410,22799,,2015-01-31,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,Mdul formatiu acció Soldadura per oxigs i MigMag curs ajuntament del 230115 al 290115 prctiques proflaborals,1000,
Comercio,4310,22602,,2015-02-06,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,RETOC I ADAPTACIÓ A NOVA MIDA CATLEG SERVEIS 2015 COMER IMPRESSIÓ 2000 UNITATS,1089,
Informática,9205,21600,,2015-02-09,A78648698,VECTOR SOFT SA,,AutoCAD Map 3D Com Subscription 1 year Renew AutoCAD Com Maintenance Subscription 1 year Renew AutoCAD LT Co,3897.53,
Servicios jurídicos,9203,22799,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,PROVISIO DE FONS PER ADVOCAT EXP 090095 JI4RUBI DP 96509 PA 6209 AGENTS 1018 I 1121,3000,
Servicios jurídicos,9203,20200,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,LLOGUER LOCAL JUAN RAMON JIMENEZ NUM18 PAGAMENT COMUNITAT ANY 2015,100.2,
Servicios jurídicos,9203,20200,,,H61416558,COMUNITAT PROPIETARIS URBANITZ EL PINAR ESCALA 6,,CTAT PROPIETARIS URBEL PINAR Num6 BLOQUE 2 ESCC,240,
Servicios jurídicos,9203,20200,,,H58635079,COMUNITAT PROPIETARIS EDIFICI JAMAICA,,PAGAMENT COMUNITAT ANY 2015 LOCAL 04 Edifici Jamaica AAVV Les Torres Pc Nova 8,220,
Servicios jurídicos,9203,20200,,,Q0801820B,AGENCIA DE L'HABITATGE DE CATALUNYA,,LLOGUER MES DE GENER LOCAL 25 DE SETEMBRE BI 47 ASSOCIACIO MALALTS MENTALS,240.22,
Servicios jurídicos,9203,20200,,,E08959637,COMUNITAT PROP C UNIO 20,,Ctat Propietaris baixos i sotan edifici cUnio 20Comissaria de Policia Pagament Quota trimestral extra baja tension,1019.55,
Servicios jurídicos,9203,20200,,,H61097697,CDAD PROP C/ DR GIMBERNAT 7 ESQ MARGARIDA XIRGU 6 PS RIERA,,COMUNITAT PROPPLAA JAUME PLA I PALLEJA 18 CDRGIMBERNAT 7 AMB MARGARIDA XIRGU 6 PAGAMENT COMUNITAT ANY 2015,27.2,
Fiestas populares,3380,48000,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,GUANYADOR PREMI DEL CONCURS DE CARTELLS DE CARNAVAL2015 SERVEI DE CULTURA,750,
Órganos de gobierno,9120,23000,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA ORDINARIA TANDA 1 FEBRER 2015,17750,
Recursos Humanos y organización,9204,23020,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA ORDINARIA TANDA 1 FEBRER 2015,30.8,
Recursos Humanos y organización,9204,2302001,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA ORDINARIA TANDA 1 FEBRER 2015,1191.6,
Recursos Humanos y organización,9204,23020,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA FEBRER 2015 PLANS OCUPACIO I PROGRAMES SUBVENCIONATS,4.3,
Proyectos estratégicos y supramunicipales,4321,2312001,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,ADOPJ DESPESES MANUTENCIÓ DESPLAAMENTS VIATGE A POTENZA ITALIA PER ASSISTNCIA REUNIÓ COORDINACIÓ REMIDA,500,
Servicios jurídicos,9203,27000,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,PGAMENT INDEMNITZACIO RRP 1400009 PAGAMENT FRANQUICIA,360,
Órganos de gobierno,9120,48000,,,V66207119,GRUP POLITICA MUNICIPAL PSC PM DE RUBI,,Aportació al grup municipal PSCPM Febrer 2015 Segons acord Junta de Govern 27012015,4963.75,
Órganos de gobierno,9120,48000,,,V66207119,GRUP POLITICA MUNICIPAL PSC PM DE RUBI,,Aportació al grup municipal PSCPM Gener 2015 Segons acord Junta de Govern 27012015,4963.75,
Órganos de gobierno,9120,48000,,,V65726515,GRUP MUNICIPAL PARTIT POPULAR DE RUBI,,Aportació municipal al Grup municipal Partit Popular de Rubí Gener 2015 Segons acord Junta de Govern 27012015,4061.25,
Órganos de gobierno,9120,48000,,,V65726515,GRUP MUNICIPAL PARTIT POPULAR DE RUBI,,Aportació municipal al Grup municipal Partit Popular de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,4061.25,
Órganos de gobierno,9120,48000,,,V66191453,GRUP POLITIC MUNICIPAL DE CIU DE RUBI,,Aportació al Grup Polític Municipal de Ciu de Rubí Febrer 2015 Segons acord de Junta de Govern de 27012015,3158.75,
Órganos de gobierno,9120,48000,,,V66191453,GRUP POLITIC MUNICIPAL DE CIU DE RUBI,,Aportació al Grup Polític Municipal de Ciu de Rubí Gener 2015 Segons acord de Junta de Govern de data 27012015,3158.75,
Órganos de gobierno,9120,48000,,,V66178294,GRUP MUNICIPAL EM RUBI D'INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,,Aportació al Grup Municipal en Rubí dIniciativa per Catalunya ICVEUiAE Gener 2015 Acord Junta Govern 270115,2707.5,
Órganos de gobierno,9120,48000,,,V66178294,GRUP MUNICIPAL EM RUBI D'INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,,Aportació al Grup Municipal en Rubí dIniciativa per Catalunya ICVEUiAE Febrer 2015 Acord Junta Govern 270115,2707.5,
Órganos de gobierno,9120,48000,,,V66203159,GRUP POLITIC MUNICIPAL DE ERC A RUBI,,Aportació a Grup Municipal dERC de Rubí Gener 2015 Segons acord Junta de Govern 27012015,2256.25,
Órganos de gobierno,9120,48000,,,V66203159,GRUP POLITIC MUNICIPAL DE ERC A RUBI,,Aportació a Grup Municipal dERC de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,2256.25,
Órganos de gobierno,9120,48000,,,V66234758,GRUPO POLIT MUNIC ALTERNATIVA CIUTADANA DE RUBI,,Aportació al grup municipal Alternativa Ciutadana de Rubí Gener 2015 Segons acord Junta Govern 27012015,1781.25,
Órganos de gobierno,9120,48000,,,V66234758,GRUPO POLIT MUNIC ALTERNATIVA CIUTADANA DE RUBI,,Aportació al grup municipal Alternativa Ciutadana de Rubí Febrer 2015 Segons acord Junta de Govern 27012015,1781.25,
Instalaciones deportivas,3420,48006,,,G60571668,UNIO ATLETICA RUBI,,Subvenciones 201520153739807000 G60571668 Subvenció 2015 per al 50 de les quotes del préstec Unió Atlética R,1985.22,
Promoción y fomento del deporte,3410,48008,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739816000 G60208972 Subvenció 2015 CE Rubi Futbol Sala Temporada Esportiva,6500,
Promoción y fomento del deporte,3410,48015,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739819000 G60208972 Subvencio 2015 CE Rubi Futbol Sala Escola esportiva,1550,
Instalaciones deportivas,3420,48000,,,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,Subvenciones 201520153739820000 G60208972 Subvenció 2015 CE Rubi Futbol Sala Dinamització Pavelló Can Rosés,16167.25,
Órganos de gobierno,9120,23000,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA GENER 2015,17750,
Recursos Humanos y organización,9204,23010,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA GENER 2015,97.7,
Recursos Humanos y organización,9204,23020,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA GENER 2015,197.66,
Recursos Humanos y organización,9204,2302001,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA GENER 2015,1240.8,
Recursos Humanos y organización,9204,23020,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA GENER TANDA 2I COMPLEMENTARIES,18,
Recursos Humanos y organización,9204,23020,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,NOMINA FEBRER 2015 TANDA 2 I COMPLEMENTARIES,16.3,
Acción social,2310,2279914,,2014-08-31,Q5856145G,CONSORCI SANITARI DE TERRASSA CCT,,PRESTACIÓ SERVEIS LLAR TUTELADA RUBI MES AGOST2014 SERVEIS SOCIALS,17796.21,
Acción social,2310,2279914,,2014-12-31,Q5856145G,CONSORCI SANITARI DE TERRASSA CCT,,GESTIO RESIDENCIA CA NALZAMORA DESEMBRE 2014 SERVEIS SOCIALS,18572.1,
OAD Radio Rubí,9261,2250114,,,S0800038B,CONSELL AUDIOVISUAL DE CATALUNYA,,TAXES EXP 2O2014Taxa per actuacions de control i dinspecció dactivitats de prestació corresponen a lexercici 2014,162.28,
Servicios jurídicos,9203,20200,,,Q0801820B,AGENCIA DE L'HABITATGE DE CATALUNYA,,PAGAMENT MES DE FEBRER LOCAL 25 DE SETEMBRE BI 47 ASSOCIACIO MALALTS MENTALS,240.22,
Servicios jurídicos,9203,20200,,,H61612883,COMUNITAT PROPIETARIS URBANITZ. EL PINAR ESCALA 4,,Pagament Comunitat any 2015 Ctat Propietaris UrbEl Pinar 2 num 4 Bxos 3,240,
Servicios jurídicos,9203,20200,,,E08959637,COMUNITAT PROP C UNIO 20,,Pagament Extra baja tension mes de febrer Ctat Propietaris baixos i sotan edifici cUnio 20Comissaria de Policia,565.84,
Cementerio,1640,22699,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,RESCAT DRETS FUNERARIS NINXOL 5828,1012.5,
Cementerio,1640,22699,,,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,RESCAT DRETS FUNERARIS DE LA SEPULTURA NÚM 6068,727,
Transporte público,4411,47900,,,A79072823,CORPORACION ESPAÑOLA DE TRANSPORTE S A,,SERVEI DE TRANSPORT URBA GENER 2015,172388,
Recogida y eliminación de residuos,1621,2279901,,,P0800121F,CONSORCI PER A LA GESTIO DE RESIDUS DEL VALLES OCCIDENTAL,,APORTACIÓ 2015 AL CONSORCI PER A LA GESTIÓ DE RESIDUS DEL VALLES OCCIDENTAL,11412.57,
Instalaciones deportivas,3420,21200,,2015-01-19,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,TREBALLS DADEQUACIÓ DE PAVIMENT PER INSTALLACIÓ DE MDULS A LESTADI DE PETANCA DE CA NORIOL SERVEI DESPORTS,2686.2,
Seguridad y orden público,1320,21600,,2015-01-23,A08685273,DEXTRON INGENIERIA DE TELECOMUNICACION SA,,Reparació de emissores,447.46,
Medio ambiente,1721,21000,,2015-02-04,B61014312,NATURALEA CONSERVACIO SL,,Tanca a la zona dels quadrats de repoblació Tanca a lentrada del carrer del Diamant plantació darbustives,2802.75,
Mantenimiento dependencias municipales,9208,21300,,2015-01-01,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,MANTENIMIENTO PREVENTIVO ANUAL 2015 PUERTAS AUTOMATICA CENTRE CIVIC CAN FATJO,350.9,
Mantenimiento dependencias municipales,9208,21300,,2015-01-01,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,MANTENIMENT PREVENTIU ANUAL 2015 PORTES AUTOMATIQUES C NARCIS MENARD 1317 OAC CENTRO,350.9,
Mantenimiento dependencias municipales,9208,21300,,2015-01-01,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,REPARACIÓ PORTA AUTOMATICA C NARCIS MENARD 1317,217.8,
Mantenimiento dependencias municipales,9208,22199,,2015-01-10,B60607348,CERAMICAS DOMINGUEZ SL,,MATERIAL BRIGADA ARENA NORMAL 25 KG,22.51,
Fiestas populares,3380,22699,,2015-01-15,B61116026,TILSUN RUBI SL,,CTERING COMISSIÓ DE REIS2015 SERVEI DE CULTURA,606.67,
Fiestas populares,3380,22602,,2015-01-23,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,DISSENY PROGRAMA CARNAVAL2015 SERVEI DE CULTURA,314.6,
Fiestas populares,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ CiA ALEA TEATRE A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2178,
Fiestas populares,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ FESTUC TEATRE AMB LESPECTACLE MOON SPACE A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2541,
Fiestas populares,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ GRUP LA BANDSAMBANT A LA CAVALCADA REIS2015 SERVEI DE CULTURA,1331,
Fiestas populares,3380,22609,,2015-01-05,J65940181,ACTIVA LA CULTURA SCP,,ACTUACIÓ GRUP BANDARRA STREET ORKESTRA A LA CAVALCADA REIS2015 SERVEI DE CULTURA,2178,
Participación ciudadana y soporte a las entidades,9240,21600,,2015-01-05,B60233657,INTERNATIONAL PRODUCT DESING SL,,MANTENIMENT SERVIDOR RUBIDIGITALCAT GENER 2105,387.2,
Participación ciudadana y soporte a las entidades,9240,21600,,2015-01-05,B60233657,INTERNATIONAL PRODUCT DESING SL,,MANTENIMENT SERVIDOR RUBIDIGITANET GENER 2015,248.05,
Tercera Edad y con dependencia,2314,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SP95 GASA VEHICLES SERVEIS SOCIALS,92.32,
Atención al ciudadano,9250,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SUBMINISTRAMENT BENZINA VEHICLES OAC,120.19,
Informática,9205,22103,,2015-01-31,B65945099,RUBI ENERGETICS SL,,SUBMINISTRAMENT DE BENZINA VEHICLES INFORMTICA,52.49,
Seguridad y orden público,1320,21600,,2015-02-11,A08685273,DEXTRON INGENIERIA DE TELECOMUNICACION SA,,MO reparació emisora CP040 018TEEX880 MO reparació emisora GP340 672TZY1833,84.7,
OAD Radio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Bateria Canon,174.24,
OAD Radio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Cable categoria 6 de 15 mts Cable monitor de 3 mts,81.07,
OAD Radio Rubí,9261,22112,,2015-02-04,J63089742,S I R SCP,,Cargador de bateria,152.46,
Fiestas populares,3380,22699,,2015-01-12,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,CONDICIONAMENT CARROSSES REIS2015 SERVEI DE CULTURA,4204.75,
Artes escénicas,3342,22609,,2015-01-12,B64799893,PERE VILA AUDIOVISUALSSL,,PROJECCIONS BLUE RAY 7500 AL CELLER SERVEI DE CULTURA,302.5,
Promoción y fomento del deporte,3410,22609,,2015-02-12,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,,REALITZACIÓ DE TASQUES DARBITRATGES DE FUTBOL SALA ALS JOCS ESPORTIUS ESCOLARSGENER A MAIG 2015,1276,
Informática,9205,22799,,2015-02-03,B60421401,INFORMATICA CORPORATIVA CATALANA SL,,CONTRACTO SOPORTE EXCHANGE WINDOWS JORNADAS DE SERVICIOS DE TÉCNICOS DE SISTEMAS 33 JORNADAS,21773.83,
Informática,9205,21600,,2015-01-30,B58580598,CADINOR SL,,RENOVACIÓ MANTENIMENT DE LLICNCIES CITRIX,10747.68,
Promoción y fomento del deporte,3410,22609,,2015-02-16,G64370851,ASSOCIACIO ESPORTIVA ESCOLAR IES L'ESTATUT DE RUBI,,REALITZACIÓ DE LES TASQUES DARBITRATGE DE FUTBOL SALA EN ELS JOCS ESPORTIUS ESCOLARS GENER MAIG 2015,132,
Fomento del empleo,2410,2279904,,2015-02-17,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,Contracte acció formativa ADGX015 AnglsGestió Comercial Gener 2015 FOAP Cofinanat pel FSE,1680,
Comercio,4310,22799,,2015-02-02,,<abbr title='Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.'>[Anonimizado]*</abbr>,,PRESENTACIÓ ALTA I FORMACIÓ APP MOSTRATIRUM PER 100 COMEROS,2783,
